1.199999999999999956e+00,-7.000000000000000000e+00,0.0
1.199999999999999956e+00,-7.000000000000000000e+00,1.478502937890814066e+09
-8.000000000000000000e+00,-7.000000000000000000e+00,1.478502938107868195e+09
-8.000000000000000000e+00,-2.000000000000000000e+00,1.478502938226731300e+09
5.000000000000000000e-01,-2.000000000000000000e+00,1.478502938392106056e+09
5.000000000000000000e-01,2.000000000000000000e+00,1.478502938500633240e+09
-8.000000000000000000e+00,2.000000000000000000e+00,1.478502938694431543e+09
-8.000000000000000000e+00,7.000000000000000000e+00,1.478502938787454844e+09
1.199999999999999956e+00,7.000000000000000000e+00,1.478502938983837366e+09
1.199999999999999956e+00,-7.000000000000000000e+00,1.478502939242235184e+09
-8.000000000000000000e+00,-7.000000000000000000e+00,1.478502939454121590e+09
-8.000000000000000000e+00,-2.000000000000000000e+00,1.478502939547144651e+09
5.000000000000000000e-01,-2.000000000000000000e+00,1.478502939733191252e+09
5.000000000000000000e-01,2.000000000000000000e+00,1.478502939841718435e+09
-8.000000000000000000e+00,2.000000000000000000e+00,1.478502940007093191e+09
-8.000000000000000000e+00,7.000000000000000000e+00,1.478502940100116253e+09
1.199999999999999956e+00,7.000000000000000000e+00,1.478502940327506542e+09
1.199999999999999956e+00,-7.000000000000000000e+00,1.478502940601408243e+09
